"sale_id","prefix_length","previous_products","answer_product_ids"
"4736","3","[266,36,111]","[281,313,112,302,304,301,305,70,346,278,233,318,328,128]"
"4736","4","[266,36,111,281]","[313,112,302,304,301,305,70,346,278,233,318,328,128]"
"4736","5","[266,36,111,281,313]","[112,302,304,301,305,70,346,278,233,318,328,128]"
"4736","6","[266,36,111,281,313,112]","[302,304,301,305,70,346,278,233,318,328,128]"
"4736","7","[266,36,111,281,313,112,302]","[304,301,305,70,346,278,233,318,328,128]"
"4736","8","[266,36,111,281,313,112,302,304]","[301,305,70,346,278,233,318,328,128]"
"4736","9","[266,36,111,281,313,112,302,304,301]","[305,70,346,278,233,318,328,128]"
"4736","10","[266,36,111,281,313,112,302,304,301,305]","[70,346,278,233,318,328,128]"
"4736","11","[266,36,111,281,313,112,302,304,301,305,70]","[346,278,233,318,328,128]"
"4736","12","[266,36,111,281,313,112,302,304,301,305,70,346]","[278,233,318,328,128]"
"4736","13","[266,36,111,281,313,112,302,304,301,305,70,346,278]","[233,318,328,128]"
"4736","14","[266,36,111,281,313,112,302,304,301,305,70,346,278,233]","[318,328,128]"
"4736","15","[266,36,111,281,313,112,302,304,301,305,70,346,278,233,318]","[328,128]"
"4736","16","[266,36,111,281,313,112,302,304,301,305,70,346,278,233,318,328]","[128]"
"4737","1","[188]","[76,75,263,262,73,140,2,71,276,315,144,329,196,129,86,328]"
"4737","2","[188,76]","[75,263,262,73,140,2,71,276,315,144,329,196,129,86,328]"
"4737","3","[188,76,75]","[263,262,73,140,2,71,276,315,144,329,196,129,86,328]"
"4737","4","[188,76,75,263]","[262,73,140,2,71,276,315,144,329,196,129,86,328]"
"4737","5","[188,76,75,263,262]","[73,140,2,71,276,315,144,329,196,129,86,328]"
"4737","6","[188,76,75,263,262,73]","[140,2,71,276,315,144,329,196,129,86,328]"
"4737","7","[188,76,75,263,262,73,140]","[2,71,276,315,144,329,196,129,86,328]"
"4737","8","[188,76,75,263,262,73,140,2]","[71,276,315,144,329,196,129,86,328]"
"4737","9","[188,76,75,263,262,73,140,2,71]","[276,315,144,329,196,129,86,328]"
"4737","10","[188,76,75,263,262,73,140,2,71,276]","[315,144,329,196,129,86,328]"
"4737","11","[188,76,75,263,262,73,140,2,71,276,315]","[144,329,196,129,86,328]"
"4737","12","[188,76,75,263,262,73,140,2,71,276,315,144]","[329,196,129,86,328]"
"4737","13","[188,76,75,263,262,73,140,2,71,276,315,144,329]","[196,129,86,328]"
"4737","14","[188,76,75,263,262,73,140,2,71,276,315,144,329,196]","[129,86,328]"
"4737","15","[188,76,75,263,262,73,140,2,71,276,315,144,329,196,129]","[86,328]"
"4737","16","[188,76,75,263,262,73,140,2,71,276,315,144,329,196,129,86]","[328]"
"4738","1","[263]","[261,297,345,321,344,242,277,274,140,244,303]"
"4738","2","[263,261]","[297,345,321,344,242,277,274,140,244,303]"
"4738","3","[263,261,297]","[345,321,344,242,277,274,140,244,303]"
"4738","4","[263,261,297,345]","[321,344,242,277,274,140,244,303]"
"4738","5","[263,261,297,345,321]","[344,242,277,274,140,244,303]"
"4738","6","[263,261,297,345,321,344]","[242,277,274,140,244,303]"
"4738","7","[263,261,297,345,321,344,242]","[277,274,140,244,303]"
"4738","8","[263,261,297,345,321,344,242,277]","[274,140,244,303]"
"4738","9","[263,261,297,345,321,344,242,277,274]","[140,244,303]"
"4738","10","[263,261,297,345,321,344,242,277,274,140]","[244,303]"
"4738","11","[263,261,297,345,321,344,242,277,274,140,244]","[303]"
"4739","1","[331]","[109,227,295,128]"
"4739","2","[331,109]","[227,295,128]"
"4739","3","[331,109,227]","[295,128]"
"4739","4","[331,109,227,295]","[128]"
"4740","1","[346]","[295,227,281,331,173]"
"4740","2","[346,295]","[227,281,331,173]"
"4740","3","[346,295,227]","[281,331,173]"
"4740","4","[346,295,227,281]","[331,173]"
"4740","5","[346,295,227,281,331]","[173]"
"4741","1","[331]","[321,228]"
"4741","2","[331,321]","[228]"
"4742","1","[286]","[313,331]"
"4742","2","[286,313]","[331]"
"4744","1","[335]","[313,173,331]"
"4744","2","[335,313]","[173,331]"
"4744","3","[335,313,173]","[331]"
"4745","1","[346]","[266]"
"4746","1","[188]","[286,331,241,297]"
"4746","2","[188,286]","[331,241,297]"
"4746","3","[188,286,331]","[241,297]"
"4746","4","[188,286,331,241]","[297]"
"4747","1","[331]","[172,173,227]"
"4747","2","[331,172]","[173,227]"
"4747","3","[331,172,173]","[227]"
"4750","1","[331]","[128,130]"
"4750","2","[331,128]","[130]"
"4751","1","[331]","[111,265,173,72,323,128]"
"4751","2","[331,111]","[265,173,72,323,128]"
"4751","3","[331,111,265]","[173,72,323,128]"
"4751","4","[331,111,265,173]","[72,323,128]"
"4751","5","[331,111,265,173,72]","[323,128]"
"4751","6","[331,111,265,173,72,323]","[128]"
"4753","1","[331]","[111,281,173]"
"4753","2","[331,111]","[281,173]"
"4753","3","[331,111,281]","[173]"
"4754","1","[301]","[270,11]"
"4754","2","[301,270]","[11]"
"4755","1","[331]","[130,128,173]"
"4755","2","[331,130]","[128,173]"
"4755","3","[331,130,128]","[173]"
"4757","1","[72]","[331,280,198,240,307,282,281,111,1]"
"4757","2","[72,331]","[280,198,240,307,282,281,111,1]"
"4757","3","[72,331,280]","[198,240,307,282,281,111,1]"
"4757","4","[72,331,280,198]","[240,307,282,281,111,1]"
"4757","5","[72,331,280,198,240]","[307,282,281,111,1]"
"4757","6","[72,331,280,198,240,307]","[282,281,111,1]"
"4757","7","[72,331,280,198,240,307,282]","[281,111,1]"
"4757","8","[72,331,280,198,240,307,282,281]","[111,1]"
"4757","9","[72,331,280,198,240,307,282,281,111]","[1]"
"4761","1","[269]","[72,331,227,299]"
"4761","2","[269,72]","[331,227,299]"
"4761","3","[269,72,331]","[227,299]"
"4761","4","[269,72,331,227]","[299]"
"4762","1","[9]","[62,172,331,173]"
"4762","2","[9,62]","[172,331,173]"
"4762","3","[9,62,172]","[331,173]"
"4762","4","[9,62,172,331]","[173]"
"4764","1","[276]","[331]"
"4768","1","[239]","[40,331,346,272,200,328,327,60,116]"
"4768","2","[239,40]","[331,346,272,200,328,327,60,116]"
"4768","3","[239,40,331]","[346,272,200,328,327,60,116]"
"4768","4","[239,40,331,346]","[272,200,328,327,60,116]"
"4768","5","[239,40,331,346,272]","[200,328,327,60,116]"
"4768","6","[239,40,331,346,272,200]","[328,327,60,116]"
"4768","7","[239,40,331,346,272,200,328]","[327,60,116]"
"4768","8","[239,40,331,346,272,200,328,327]","[60,116]"
"4768","9","[239,40,331,346,272,200,328,327,60]","[116]"
"4771","1","[331]","[1,240,280,231,59]"
"4771","2","[331,1]","[240,280,231,59]"
"4771","3","[331,1,240]","[280,231,59]"
"4771","4","[331,1,240,280]","[231,59]"
"4771","5","[331,1,240,280,231]","[59]"
"4772","1","[331]","[172,254,256,346]"
"4772","2","[331,172]","[254,256,346]"
"4772","3","[331,172,254]","[256,346]"
"4772","4","[331,172,254,256]","[346]"
"4773","1","[279]","[280]"
"4774","1","[128]","[346,331,172]"
"4774","2","[128,346]","[331,172]"
"4774","3","[128,346,331]","[172]"
"4775","1","[128]","[60,304,275,331]"
"4775","2","[128,60]","[304,275,331]"
"4775","3","[128,60,304]","[275,331]"
"4775","4","[128,60,304,275]","[331]"
"4776","1","[172]","[173]"
"4777","1","[295]","[275,331,111]"
"4777","2","[295,275]","[331,111]"
"4777","3","[295,275,331]","[111]"
"4778","1","[59]","[111,116,295,331,33,329,304,40,88,87,31,127,281,75,321,80,205,173,346,272,55]"
"4778","2","[59,111]","[116,295,331,33,329,304,40,88,87,31,127,281,75,321,80,205,173,346,272,55]"
"4778","3","[59,111,116]","[295,331,33,329,304,40,88,87,31,127,281,75,321,80,205,173,346,272,55]"
"4778","4","[59,111,116,295]","[331,33,329,304,40,88,87,31,127,281,75,321,80,205,173,346,272,55]"
"4778","5","[59,111,116,295,331]","[33,329,304,40,88,87,31,127,281,75,321,80,205,173,346,272,55]"
"4778","6","[59,111,116,295,331,33]","[329,304,40,88,87,31,127,281,75,321,80,205,173,346,272,55]"
"4778","7","[59,111,116,295,331,33,329]","[304,40,88,87,31,127,281,75,321,80,205,173,346,272,55]"
"4778","8","[59,111,116,295,331,33,329,304]","[40,88,87,31,127,281,75,321,80,205,173,346,272,55]"
"4778","9","[59,111,116,295,331,33,329,304,40]","[88,87,31,127,281,75,321,80,205,173,346,272,55]"
"4778","10","[59,111,116,295,331,33,329,304,40,88]","[87,31,127,281,75,321,80,205,173,346,272,55]"
"4778","11","[59,111,116,295,331,33,329,304,40,88,87]","[31,127,281,75,321,80,205,173,346,272,55]"
"4778","12","[59,111,116,295,331,33,329,304,40,88,87,31]","[127,281,75,321,80,205,173,346,272,55]"
"4778","13","[59,111,116,295,331,33,329,304,40,88,87,31,127]","[281,75,321,80,205,173,346,272,55]"
"4778","14","[59,111,116,295,331,33,329,304,40,88,87,31,127,281]","[75,321,80,205,173,346,272,55]"
"4778","15","[59,111,116,295,331,33,329,304,40,88,87,31,127,281,75]","[321,80,205,173,346,272,55]"
"4778","16","[59,111,116,295,331,33,329,304,40,88,87,31,127,281,75,321]","[80,205,173,346,272,55]"
"4778","17","[59,111,116,295,331,33,329,304,40,88,87,31,127,281,75,321,80]","[205,173,346,272,55]"
"4778","18","[59,111,116,295,331,33,329,304,40,88,87,31,127,281,75,321,80,205]","[173,346,272,55]"
"4778","19","[59,111,116,295,331,33,329,304,40,88,87,31,127,281,75,321,80,205,173]","[346,272,55]"
"4778","20","[59,111,116,295,331,33,329,304,40,88,87,31,127,281,75,321,80,205,173,346]","[272,55]"
"4778","21","[59,111,116,295,331,33,329,304,40,88,87,31,127,281,75,321,80,205,173,346,272]","[55]"
"4779","1","[331]","[131,173,86]"
"4779","2","[331,131]","[173,86]"
"4779","3","[331,131,173]","[86]"
"4783","1","[331]","[59]"
"4784","1","[200]","[188]"
"4787","1","[331]","[172,274,72]"
"4787","2","[331,172]","[274,72]"
"4787","3","[331,172,274]","[72]"
"4788","1","[331]","[272,75,77,78,285,207,227,11,4,6,314]"
"4788","2","[331,272]","[75,77,78,285,207,227,11,4,6,314]"
"4788","3","[331,272,75]","[77,78,285,207,227,11,4,6,314]"
"4788","4","[331,272,75,77]","[78,285,207,227,11,4,6,314]"
"4788","5","[331,272,75,77,78]","[285,207,227,11,4,6,314]"
"4788","6","[331,272,75,77,78,285]","[207,227,11,4,6,314]"
"4788","7","[331,272,75,77,78,285,207]","[227,11,4,6,314]"
"4788","8","[331,272,75,77,78,285,207,227]","[11,4,6,314]"
"4788","9","[331,272,75,77,78,285,207,227,11]","[4,6,314]"
"4788","10","[331,272,75,77,78,285,207,227,11,4]","[6,314]"
"4788","11","[331,272,75,77,78,285,207,227,11,4,6]","[314]"
"4789","1","[188]","[172,56,55,128]"
"4789","2","[188,172]","[56,55,128]"
"4789","3","[188,172,56]","[55,128]"
"4789","4","[188,172,56,55]","[128]"
"4791","1","[78]","[321]"
"4792","1","[331]","[65]"
"4794","1","[188]","[321,56,227,55,304,295,111,269]"
"4794","2","[188,321]","[56,227,55,304,295,111,269]"
"4794","3","[188,321,56]","[227,55,304,295,111,269]"
"4794","4","[188,321,56,227]","[55,304,295,111,269]"
"4794","5","[188,321,56,227,55]","[304,295,111,269]"
"4794","6","[188,321,56,227,55,304]","[295,111,269]"
"4794","7","[188,321,56,227,55,304,295]","[111,269]"
"4794","8","[188,321,56,227,55,304,295,111]","[269]"
"4795","1","[331]","[329,304,111]"
"4795","2","[331,329]","[304,111]"
"4795","3","[331,329,304]","[111]"
"4796","1","[346]","[128,172,322]"
"4796","2","[346,128]","[172,322]"
"4796","3","[346,128,172]","[322]"
"4798","1","[331]","[56,55,173,304,169,295]"
"4798","2","[331,56]","[55,173,304,169,295]"
"4798","3","[331,56,55]","[173,304,169,295]"
"4798","4","[331,56,55,173]","[304,169,295]"
"4798","5","[331,56,55,173,304]","[169,295]"
"4798","6","[331,56,55,173,304,169]","[295]"
"4800","1","[331]","[172,346,345]"
"4800","2","[331,172]","[346,345]"
"4800","3","[331,172,346]","[345]"
"4803","1","[331]","[304,236]"
"4803","2","[331,304]","[236]"
"4804","1","[331]","[329,346]"
"4804","2","[331,329]","[346]"
"4806","1","[331]","[111]"
"4807","1","[346]","[272,128,173]"
"4807","2","[346,272]","[128,173]"
"4807","3","[346,272,128]","[173]"
"4808","1","[331]","[128,172,173,346,111]"
"4808","2","[331,128]","[172,173,346,111]"
"4808","3","[331,128,172]","[173,346,111]"
"4808","4","[331,128,172,173]","[346,111]"
"4808","5","[331,128,172,173,346]","[111]"
"4809","1","[331]","[165,73,305,72,70,274]"
"4809","2","[331,165]","[73,305,72,70,274]"
"4809","3","[331,165,73]","[305,72,70,274]"
"4809","4","[331,165,73,305]","[72,70,274]"
"4809","5","[331,165,73,305,72]","[70,274]"
"4809","6","[331,165,73,305,72,70]","[274]"
"4810","1","[331]","[173,60,134,329,327,196]"
"4810","2","[331,173]","[60,134,329,327,196]"
"4810","3","[331,173,60]","[134,329,327,196]"
"4810","4","[331,173,60,134]","[329,327,196]"
"4810","5","[331,173,60,134,329]","[327,196]"
"4810","6","[331,173,60,134,329,327]","[196]"
"4811","1","[331]","[172,295,323,102,128,12]"
"4811","2","[331,172]","[295,323,102,128,12]"
"4811","3","[331,172,295]","[323,102,128,12]"
"4811","4","[331,172,295,323]","[102,128,12]"
"4811","5","[331,172,295,323,102]","[128,12]"
"4811","6","[331,172,295,323,102,128]","[12]"
"4812","1","[331]","[172,173]"
"4812","2","[331,172]","[173]"
"4813","1","[331]","[257,254,256]"
"4813","2","[331,257]","[254,256]"
"4813","3","[331,257,254]","[256]"
"4814","1","[331]","[296,56,232,227,304]"
"4814","2","[331,296]","[56,232,227,304]"
"4814","3","[331,296,56]","[232,227,304]"
"4814","4","[331,296,56,232]","[227,304]"
"4814","5","[331,296,56,232,227]","[304]"
"4817","1","[346]","[296,328,273]"
"4817","2","[346,296]","[328,273]"
"4817","3","[346,296,328]","[273]"
"4819","1","[227]","[295,111,331]"
"4819","2","[227,295]","[111,331]"
"4819","3","[227,295,111]","[331]"
"4820","1","[128]","[331,3]"
"4820","2","[128,331]","[3]"
"4822","1","[173]","[331,203,276]"
"4822","2","[173,331]","[203,276]"
"4822","3","[173,331,203]","[276]"
"4823","1","[331]","[173,172,314,128,78,273,272,296]"
"4823","2","[331,173]","[172,314,128,78,273,272,296]"
"4823","3","[331,173,172]","[314,128,78,273,272,296]"
"4823","4","[331,173,172,314]","[128,78,273,272,296]"
"4823","5","[331,173,172,314,128]","[78,273,272,296]"
"4823","6","[331,173,172,314,128,78]","[273,272,296]"
"4823","7","[331,173,172,314,128,78,273]","[272,296]"
"4823","8","[331,173,172,314,128,78,273,272]","[296]"
"4828","1","[60]","[331,346]"
"4828","2","[60,331]","[346]"
"4829","1","[331]","[227,102,280,111,116,131]"
"4829","2","[331,227]","[102,280,111,116,131]"
"4829","3","[331,227,102]","[280,111,116,131]"
"4829","4","[331,227,102,280]","[111,116,131]"
"4829","5","[331,227,102,280,111]","[116,131]"
"4829","6","[331,227,102,280,111,116]","[131]"
"4830","1","[331]","[276,127,346,329]"
"4830","2","[331,276]","[127,346,329]"
"4830","3","[331,276,127]","[346,329]"
"4830","4","[331,276,127,346]","[329]"
"4831","1","[305]","[295,331,304]"
"4831","2","[305,295]","[331,304]"
"4831","3","[305,295,331]","[304]"
"4832","1","[331]","[37,36,109,269,280,327,194]"
"4832","2","[331,37]","[36,109,269,280,327,194]"
"4832","3","[331,37,36]","[109,269,280,327,194]"
"4832","4","[331,37,36,109]","[269,280,327,194]"
"4832","5","[331,37,36,109,269]","[280,327,194]"
"4832","6","[331,37,36,109,269,280]","[327,194]"
"4832","7","[331,37,36,109,269,280,327]","[194]"
"4835","1","[304]","[295,128,78,299,111,331]"
"4835","2","[304,295]","[128,78,299,111,331]"
"4835","3","[304,295,128]","[78,299,111,331]"
"4835","4","[304,295,128,78]","[299,111,331]"
"4835","5","[304,295,128,78,299]","[111,331]"
"4835","6","[304,295,128,78,299,111]","[331]"
"4836","1","[331]","[111]"
"4837","1","[331]","[172,173,12,111,127,234,59,86,346,286,200,80,4]"
"4837","2","[331,172]","[173,12,111,127,234,59,86,346,286,200,80,4]"
"4837","3","[331,172,173]","[12,111,127,234,59,86,346,286,200,80,4]"
"4837","4","[331,172,173,12]","[111,127,234,59,86,346,286,200,80,4]"
"4837","5","[331,172,173,12,111]","[127,234,59,86,346,286,200,80,4]"
"4837","6","[331,172,173,12,111,127]","[234,59,86,346,286,200,80,4]"
"4837","7","[331,172,173,12,111,127,234]","[59,86,346,286,200,80,4]"
"4837","8","[331,172,173,12,111,127,234,59]","[86,346,286,200,80,4]"
"4837","9","[331,172,173,12,111,127,234,59,86]","[346,286,200,80,4]"
"4837","10","[331,172,173,12,111,127,234,59,86,346]","[286,200,80,4]"
"4837","11","[331,172,173,12,111,127,234,59,86,346,286]","[200,80,4]"
"4837","12","[331,172,173,12,111,127,234,59,86,346,286,200]","[80,4]"
"4837","13","[331,172,173,12,111,127,234,59,86,346,286,200,80]","[4]"
"4838","1","[331]","[111,128,231,173,78]"
"4838","2","[331,111]","[128,231,173,78]"
"4838","3","[331,111,128]","[231,173,78]"
"4838","4","[331,111,128,231]","[173,78]"
"4838","5","[331,111,128,231,173]","[78]"
"4839","1","[331]","[266,246]"
"4839","2","[331,266]","[246]"
"4840","1","[331]","[1,75,200,4,134,111,173,128]"
"4840","2","[331,1]","[75,200,4,134,111,173,128]"
"4840","3","[331,1,75]","[200,4,134,111,173,128]"
"4840","4","[331,1,75,200]","[4,134,111,173,128]"
"4840","5","[331,1,75,200,4]","[134,111,173,128]"
"4840","6","[331,1,75,200,4,134]","[111,173,128]"
"4840","7","[331,1,75,200,4,134,111]","[173,128]"
"4840","8","[331,1,75,200,4,134,111,173]","[128]"
"4841","1","[331]","[276,266]"
"4841","2","[331,276]","[266]"
"4842","1","[172]","[331,346,173]"
"4842","2","[172,331]","[346,173]"
"4842","3","[172,331,346]","[173]"
"4843","1","[256]","[200,127,331,173,72,128,172]"
"4843","2","[256,200]","[127,331,173,72,128,172]"
"4843","3","[256,200,127]","[331,173,72,128,172]"
"4843","4","[256,200,127,331]","[173,72,128,172]"
"4843","5","[256,200,127,331,173]","[72,128,172]"
"4843","6","[256,200,127,331,173,72]","[128,172]"
"4843","7","[256,200,127,331,173,72,128]","[172]"
"4844","1","[331]","[313]"
"4846","1","[331]","[169]"
"4847","1","[280]","[331,329,196,11]"
"4847","2","[280,331]","[329,196,11]"
"4847","3","[280,331,329]","[196,11]"
"4847","4","[280,331,329,196]","[11]"
"4848","1","[227]","[331,128,111,346]"
"4848","2","[227,331]","[128,111,346]"
"4848","3","[227,331,128]","[111,346]"
"4848","4","[227,331,128,111]","[346]"
"4850","1","[331]","[313,144]"
"4850","2","[331,313]","[144]"
"4852","1","[331]","[277,111]"
"4852","2","[331,277]","[111]"
"4854","1","[331]","[4]"
"4855","1","[295]","[331,346,227,111]"
"4855","2","[295,331]","[346,227,111]"
"4855","3","[295,331,346]","[227,111]"
"4855","4","[295,331,346,227]","[111]"
"4856","1","[346]","[239,277,148,71,55,304,331]"
"4856","2","[346,239]","[277,148,71,55,304,331]"
"4856","3","[346,239,277]","[148,71,55,304,331]"
"4856","4","[346,239,277,148]","[71,55,304,331]"
"4856","5","[346,239,277,148,71]","[55,304,331]"
"4856","6","[346,239,277,148,71,55]","[304,331]"
"4856","7","[346,239,277,148,71,55,304]","[331]"
"4858","1","[331]","[346]"
"4859","1","[172]","[331,173,111]"
"4859","2","[172,331]","[173,111]"
"4859","3","[172,331,173]","[111]"
"4860","1","[280]","[200,203]"
"4860","2","[280,200]","[203]"
"4862","1","[73]","[331,244,200,321,338]"
"4862","2","[73,331]","[244,200,321,338]"
"4862","3","[73,331,244]","[200,321,338]"
"4862","4","[73,331,244,200]","[321,338]"
"4862","5","[73,331,244,200,321]","[338]"
"4863","1","[331]","[111]"
"4864","1","[331]","[295,173]"
"4864","2","[331,295]","[173]"
"4865","1","[331]","[36,111,295]"
"4865","2","[331,36]","[111,295]"
"4865","3","[331,36,111]","[295]"
"4866","1","[331]","[172]"
"4868","1","[331]","[304]"
"4869","1","[331]","[56]"
"4870","1","[346]","[172]"
"4871","1","[269]","[173,240,1,286,78,174,57]"
"4871","2","[269,173]","[240,1,286,78,174,57]"
"4871","3","[269,173,240]","[1,286,78,174,57]"
"4871","4","[269,173,240,1]","[286,78,174,57]"
"4871","5","[269,173,240,1,286]","[78,174,57]"
"4871","6","[269,173,240,1,286,78]","[174,57]"
"4871","7","[269,173,240,1,286,78,174]","[57]"
"4873","1","[295]","[331,172]"
"4873","2","[295,331]","[172]"
"4874","1","[331]","[127,206,227,111,228,75,78]"
"4874","2","[331,127]","[206,227,111,228,75,78]"
"4874","3","[331,127,206]","[227,111,228,75,78]"
"4874","4","[331,127,206,227]","[111,228,75,78]"
"4874","5","[331,127,206,227,111]","[228,75,78]"
"4874","6","[331,127,206,227,111,228]","[75,78]"
"4874","7","[331,127,206,227,111,228,75]","[78]"
"4876","1","[331]","[227,228]"
"4876","2","[331,227]","[228]"
"4877","1","[331]","[227,295]"
"4877","2","[331,227]","[295]"
"4878","1","[331]","[279,227]"
"4878","2","[331,279]","[227]"
"4879","1","[172]","[331]"
"4881","1","[228]","[331,173,128]"
"4881","2","[228,331]","[173,128]"
"4881","3","[228,331,173]","[128]"
"4882","1","[295]","[227,301,59,73,140,331,269,173]"
"4882","2","[295,227]","[301,59,73,140,331,269,173]"
"4882","3","[295,227,301]","[59,73,140,331,269,173]"
"4882","4","[295,227,301,59]","[73,140,331,269,173]"
"4882","5","[295,227,301,59,73]","[140,331,269,173]"
"4882","6","[295,227,301,59,73,140]","[331,269,173]"
"4882","7","[295,227,301,59,73,140,331]","[269,173]"
"4882","8","[295,227,301,59,73,140,331,269]","[173]"
"4884","1","[331]","[233,231,279,232,281,282]"
"4884","2","[331,233]","[231,279,232,281,282]"
"4884","3","[331,233,231]","[279,232,281,282]"
"4884","4","[331,233,231,279]","[232,281,282]"
"4884","5","[331,233,231,279,232]","[281,282]"
"4884","6","[331,233,231,279,232,281]","[282]"
"4885","1","[313]","[346,228,331,111,57]"
"4885","2","[313,346]","[228,331,111,57]"
"4885","3","[313,346,228]","[331,111,57]"
"4885","4","[313,346,228,331]","[111,57]"
"4885","5","[313,346,228,331,111]","[57]"
"4886","1","[295]","[111,127]"
"4886","2","[295,111]","[127]"
"4887","1","[322]","[331,313,169,305]"
"4887","2","[322,331]","[313,169,305]"
"4887","3","[322,331,313]","[169,305]"
"4887","4","[322,331,313,169]","[305]"
"4890","1","[331]","[75,231,111]"
"4890","2","[331,75]","[231,111]"
"4890","3","[331,75,231]","[111]"
"4891","1","[331]","[266,196,302]"
"4891","2","[331,266]","[196,302]"
"4891","3","[331,266,196]","[302]"
"4892","1","[331]","[295]"
"4893","1","[331]","[279,280]"
"4893","2","[331,279]","[280]"
"4895","1","[331]","[128,321]"
"4895","2","[331,128]","[321]"
"4896","1","[331]","[231,323,329,111,173]"
"4896","2","[331,231]","[323,329,111,173]"
"4896","3","[331,231,323]","[329,111,173]"
"4896","4","[331,231,323,329]","[111,173]"
"4896","5","[331,231,323,329,111]","[173]"
"4898","1","[331]","[346,266,55]"
"4898","2","[331,346]","[266,55]"
"4898","3","[331,346,266]","[55]"
"4899","1","[331]","[200,13,127,227,203]"
"4899","2","[331,200]","[13,127,227,203]"
"4899","3","[331,200,13]","[127,227,203]"
"4899","4","[331,200,13,127]","[227,203]"
"4899","5","[331,200,13,127,227]","[203]"
"4902","1","[173]","[295,286]"
"4902","2","[173,295]","[286]"
"4903","1","[188]","[83,112]"
"4903","2","[188,83]","[112]"
"4904","1","[331]","[281,127,316,277,267,286]"
"4904","2","[331,281]","[127,316,277,267,286]"
"4904","3","[331,281,127]","[316,277,267,286]"
"4904","4","[331,281,127,316]","[277,267,286]"
"4904","5","[331,281,127,316,277]","[267,286]"
"4904","6","[331,281,127,316,277,267]","[286]"
"4906","1","[128]","[346]"
"4908","1","[331]","[14,80]"
"4908","2","[331,14]","[80]"
"4909","1","[331]","[295,314]"
"4909","2","[331,295]","[314]"
"4910","1","[313]","[128,331,282]"
"4910","2","[313,128]","[331,282]"
"4910","3","[313,128,331]","[282]"
"4912","1","[331]","[277]"
"4913","1","[331]","[172,200,299]"
"4913","2","[331,172]","[200,299]"
"4913","3","[331,172,200]","[299]"
"4914","1","[331]","[172,228]"
"4914","2","[331,172]","[228]"
"4915","1","[295]","[228,331,173,233,144,344]"
"4915","2","[295,228]","[331,173,233,144,344]"
"4915","3","[295,228,331]","[173,233,144,344]"
"4915","4","[295,228,331,173]","[233,144,344]"
"4915","5","[295,228,331,173,233]","[144,344]"
"4915","6","[295,228,331,173,233,144]","[344]"
"4916","1","[331]","[172,173,295,228,102,63,234]"
"4916","2","[331,172]","[173,295,228,102,63,234]"
"4916","3","[331,172,173]","[295,228,102,63,234]"
"4916","4","[331,172,173,295]","[228,102,63,234]"
"4916","5","[331,172,173,295,228]","[102,63,234]"
"4916","6","[331,172,173,295,228,102]","[63,234]"
"4916","7","[331,172,173,295,228,102,63]","[234]"
"4918","1","[172]","[331,173,321,111,205,302,56]"
"4918","2","[172,331]","[173,321,111,205,302,56]"
"4918","3","[172,331,173]","[321,111,205,302,56]"
"4918","4","[172,331,173,321]","[111,205,302,56]"
"4918","5","[172,331,173,321,111]","[205,302,56]"
"4918","6","[172,331,173,321,111,205]","[302,56]"
"4918","7","[172,331,173,321,111,205,302]","[56]"
"4919","1","[227]","[331,207,173,203,144,228]"
"4919","2","[227,331]","[207,173,203,144,228]"
"4919","3","[227,331,207]","[173,203,144,228]"
"4919","4","[227,331,207,173]","[203,144,228]"
"4919","5","[227,331,207,173,203]","[144,228]"
"4919","6","[227,331,207,173,203,144]","[228]"
"4920","1","[331]","[233,110]"
"4920","2","[331,233]","[110]"
"4925","1","[331]","[200,172,273]"
"4925","2","[331,200]","[172,273]"
"4925","3","[331,200,172]","[273]"
"4927","1","[188]","[78,299,282,227,316,207,240,233,280,273,272,111,116,295,302,304]"
"4927","2","[188,78]","[299,282,227,316,207,240,233,280,273,272,111,116,295,302,304]"
"4927","3","[188,78,299]","[282,227,316,207,240,233,280,273,272,111,116,295,302,304]"
"4927","4","[188,78,299,282]","[227,316,207,240,233,280,273,272,111,116,295,302,304]"
"4927","5","[188,78,299,282,227]","[316,207,240,233,280,273,272,111,116,295,302,304]"
"4927","6","[188,78,299,282,227,316]","[207,240,233,280,273,272,111,116,295,302,304]"
"4927","7","[188,78,299,282,227,316,207]","[240,233,280,273,272,111,116,295,302,304]"
"4927","8","[188,78,299,282,227,316,207,240]","[233,280,273,272,111,116,295,302,304]"
"4927","9","[188,78,299,282,227,316,207,240,233]","[280,273,272,111,116,295,302,304]"
"4927","10","[188,78,299,282,227,316,207,240,233,280]","[273,272,111,116,295,302,304]"
"4927","11","[188,78,299,282,227,316,207,240,233,280,273]","[272,111,116,295,302,304]"
"4927","12","[188,78,299,282,227,316,207,240,233,280,273,272]","[111,116,295,302,304]"
"4927","13","[188,78,299,282,227,316,207,240,233,280,273,272,111]","[116,295,302,304]"
"4927","14","[188,78,299,282,227,316,207,240,233,280,273,272,111,116]","[295,302,304]"
"4927","15","[188,78,299,282,227,316,207,240,233,280,273,272,111,116,295]","[302,304]"
"4927","16","[188,78,299,282,227,316,207,240,233,280,273,272,111,116,295,302]","[304]"
"4929","1","[331]","[295,318,304,302]"
"4929","2","[331,295]","[318,304,302]"
"4929","3","[331,295,318]","[304,302]"
"4929","4","[331,295,318,304]","[302]"
"4932","1","[172]","[331,173]"
"4932","2","[172,331]","[173]"
